quote,author,tags,likes
"Christmases are never the same. They change from year to year, and they are never really perfect, no matter how hard we try to force them to be so. What is perfect is the miracle in Bethlehem 2,000 years ago and the love of God that continues to burst through the chaos of human imperfection; Christmas is finding the Christ Child radiant beneath the daily grime of life.",Julie K. Hogan,christmas inspirational miracle,5
"It was a pretty sight, and a seasonable one, that met their eyes when they flung the door open. In the fore-court, lit by the dim rays of a horn lantern, some eight or ten little field-mice stood in a semicircle, red worsted comforters round their throats, their fore-paws thrust deep into their pockets, their feet jigging for warmth. With bright beady eyes they glanced shyly at each other, sniggering a little, sniffing and applying coat-sleeves a good deal. As the door opened, one of the elder ones that carried the lantern was just saying, ""Now then, one, two, three!"" and forthwith their shrill little voices uprose on the air, singing one of the old-time carols that their forefathers composed in fields that were fallow and held by frost, or when snow-bound in chimney corners, and handed down to be sung in the miry street to lamp-lit windows at Yule-time.",Kenneth Grahame,christmas christmas-carol december,4
"I wish for magic this season,laughter and fun.I wish for mistletoe kisses-those sparkly ones.",Cheri Bauer,christmas love magic poetry,4
"Christ was born in Bethlehem asHeaven sang with joy.Roaming shepherds came to see theInfant, swaddled boy.Several wisemen sought him out,Traveling from afar.Mary wondered, looking skywardAt a bright, new star.Sacred was the Christ child's birth.Sacred is CHRISTMAS.",Richelle E. Goodrich,christ-s-birth christmas christmas-quotes richelle richelle-e-goodrich richelle-goodrich,2
I discovered that the real meaning of Christmas has nothing to do with you at all. It is about a very special gift. I want to you tell you about this gift.,Soraya Diase Coffelt,children-s-books christmas gift jesus-christ santa-claus savior,2
"Jeff- ""A Hanukkah tradition is making potato pancakes. For something a little different, use a sweet potato. Anything you'd like to add, Walter?""Walter- ""Accept Jesus as your Savior or you'll burn in Hell for all eternity.",Jeff Dunham,christianity christmas funny jeff-dunham walter-the-puppet,2
"So now we pause. Still. Ponder. Hush. Wait. Each day of Advent, He gives you the gift of time, so you have time to be still and wait. Wait for the coming of the God in the manger who makes Himself bread for us near starved. For the Savior in swaddlings who makes Himself the robe of righteousness for us worn out. For Jesus, who makes precisely what none of us can but all of us want: Christmas.",Ann Voskamp,christian christmas inspirational,2
"You're thinking that if the North Pole has little elves and shape-shifting reindeer that maybe werewolves aren't quite so farfetched. Am I right? Well, you're wrong. There's no such thing as werewolves. That would just be crazy.",Candi Kay,bdsm christmas gay-erotica humor,1
"The curtains of his bed were drawn aside; and Scrooge, starting up into a half-recumbent attitude, found himself face to face with the unearthly visitor who drew them: as close to it as I am now to you, and I am standing in the spirit at your elbow.",Charles Dickens,a-christmas-carol christmas,1
Christmas is a clandestinely ingenious script that outlines a plan to reclaim mankind through a strategy unimagined and unimaginable. This strategy involved God writing His own death into the script.,Craig D. Lounsbrough,christmas,0
"We cannot humanize the fact that the story was penned to have the eternal God, Who Himself knows no beginning nor is in need of one, choose to experience a beginning. That is genius in and of itself.",Craig D. Lounsbrough,christmas,0
Christmas was an ingenious plan designed by God to lay siege to the hearts of all men by submitting Himself to the greed of all men.,Craig D. Lounsbrough,christmas,0
"Christmas was about understanding that servanthood would win the hearts of men for eternity, where raw power might win them only for a moment, if at all.",Craig D. Lounsbrough,christmas,0
"I can fly around the world in one night. I can wink and go up a chimney in a split second. I can be in 500 shopping malls on the same weekend. I can even fit enough gifts for the entire world into one tiny sleigh pulled by eight tiny reindeer, but I CANNOT FIX THIS CONFOUNDED COMPUTER!",Bobbi A. Chukran,christmas comedy-humor satire spoof,0
"But, why? You punished me, okay? You've forbidden me to,"" I shudder, ""cum when you know my little body can only take so much of holding it in. I have a nine-inch dick, Randy. That stuff needs to come out.",Candi Kay,bdsm christmas gay-erotica humor,0
"How you felt?"" he asks, still looking like he's trying to hide a smirk.""Oh, shut up. I'm going now. I'm sorry I bothered you, your Highness of Reindeerness,"" I say, with more than a little sarcasm. ""I promise not to ever disturb you again.",Candi Kay,bdsm christmas gay-erotica humor,0
"Christmas used to be a good ""idea"" 'til somebody came up with the concept of giving wrapped up presents to each other... :-)",oliver mally,christmas presents,0
"As a children’s minister, I always believed that I was an evangelist, and at the end of the book, there’s a simple prayer that, whoever’s reading the book could accept Jesus as their Lord and Savior",Soraya Diase Coffelt,books children christmas ministry santa,0
"[It's Not About You, Mr. Santa Claus,] is a fun read and a twist on Christmas, because it does involve Santa Claus and Jesus, and it doesn’t say that Santa Claus is bad, but it’s the child explaining to Santa Claus the true reason for the season is Jesus.",Soraya Diase Coffelt,articles christmas interview jesus quotes santa-claus seasons,0
Excluding the God of providence in your life’s configuration and design is like removing the thermostat from a thermodynamic system.,Ikechukwu Joseph,christmas inspirational motivational,0
"To strategize a rescue mission irrefutably capable of saving every human being is leagues beyond our ability to comprehend, and enormous beyond any resource we possess to execute. And to embark upon just such a mission fully knowing that without our death the mission will fall to failure is bravery of the greatest sort imaginable. Yet, that is exactly what Christmas is.",Craig D. Lounsbrough,christmas god jesus rescue sacrifice salvation,0
"You wanted a peaceful, comfortable Christmas, with all reminders of poverty, injustice, or other people's griefs well out of sight, so as not to disturb your pleasure. That isn't what Christmas is about, Wallace. Christmas is about offering hope to all people, not just those like ourselves. Christmas is about everyone: rich or poor, friend or stranger. The moment you exclude anyone, you exclude yourself.",Anne Perry,christmas,0
"I don't mind the dark, and because it's Christmas, we've been busy putting lights up everywhere. High, so everyone knows we're okay.",Mary Ann Rivers,christmas romance,0
"May you can continue unhindered, by inviting immense clarity, prosperity and purpose - into your life.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,5
Life's adversity strengthens us to embrace - life’s true purpose and destiny.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,5
"Life is unfolding by each step you take - but, it is fulfilled by every choice you make.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,4
"Honor your joy today, whilst it replenishes and strengthens you - in the company of your Soul.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,3
Summon your inner courage to ensure you strive unhindered - toward your chosen goals.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,2
"Through joy, the Soul finds its greatest - physical expression.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,2
"Christmas is everything that God would do, and nothing that we would imagine Him doing.",Craig D. Lounsbrough,christmas,2
"Your joy ensures your life experiences, always serve to support you - along life’s chosen path.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
This Christmas may you courageously venture - toward each new and unfolding horizon.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
Your inner joy will journey alongside you - supported within the company of your Soul.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
"May this Soulful understanding of Christmas invite - the peace, harmony and serenity you deserve.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"By Soulfully understanding all you are - there is no need to fret about what to do next, or when.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Look toward the Soul's guidance, which is not just ready to be shared - but, awaits you acceptance.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Trust all you wish to achieve, in the aftermath of Christmas will harmoniously begin to unfold.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Allow Soul's unique knowledge to filter freely from your Soul - through to your Mind.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"The Soul does not just share the answers you seek — but, how all you want can be achieved.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Uncover your life’s purpose, not just armed with your faith — but, in the company of your Soul.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Through your Soul’s partnership the answers to all of life’s questions - mysteriously come tumbling forth.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"The Soul's knowledge is lovingly gifted, just as you are presented with gifts - from those you love.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"In the midst of embracing life secrets, you will remain purposely guided - throughout your life.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Allow Christmas day to blossom in the bosom of your own inner joy & happiness.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Through joy, the Soul confirms your ability to remain victorious - even in the midst of defeat.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Your Soul helps you fulfill all you wish to achieve & shares - all you are destined to know.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Christmas, just like life itself - will become all that you choose or want it, to be.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Let the Soulful will of all that exists within - gift you the knowledge to fulfill all that is, without.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Soulfully encouraged on Christmas day, to journey freely - toward your chosen goals.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"May the pathways that are Soulfully gifted to you, never be ignored — but, always embraced.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"I travel to be replenished with beauty, for travel makes the beauty of this world seem like a Christmas that never ends. I travel for the jolting, angelic act of seeking strangeness and newness and profoundness . . .",Carew Papritz,beauty book-quotes carew-papritz christmas quotes quotes-by-carew-papritz the-legacy-letters travel world,0
"There’s something inherently majestic about Christmas that seems to have been abandoned by us; something flippantly cast aside, something that was foolishly abandoned and was tragically forgotten in the abandonment.",Craig D. Lounsbrough,christmas,0
Christmas is not a story birthed of a humanized god for it simply doesn’t fit into the rubric of such an emaciated plot.,Craig D. Lounsbrough,christmas,0
"For I have nothing to lean on, nowhere to call my home and there is nowhere I will go for Christmas to rest my head and touch familiar walls. I have no degree to show on paper or employment to take care of my health or the reassurance that I can pay my rent. And I have no right to complain because this is the road I choose and I built it myself, not really knowing where I wanted it to lead, but I have hope in all things ahead and behind and I am learning to let myself go. Forget my own ego and believe that what I am doing is grander than my very own self.",Charlotte Eriksson,christmas degree diary don-t-give-up dreams education ego employment essay familiar health independent keep-fighting letter motivation musician poetry prose road self songwriter stream-of-consciousness strong the-glass-child writer,10
"Today, may you be filled with an immense sense of inner peace, unity, joy & happiness.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,2
"Christmas, so joyfully celebrated within our hearts and within the hearts of countless others.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,2
"Embrace the true essence of Christmas - by embracing the gift and essence of life, itself.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
"Honor the freedom to celebrate Christmas, not alone - but, in the company of all those you love, too.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
"The Soul's knowledge, which pertains only to you - should be acted upon today and put to good use.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
"The Soul's secrets from within - help unlock the secrets of all that exists, without.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,1
"As Christmas draws near, let the words resonate — not just within your heart & mind, but Soul.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Use this day to honor the memory of Christmas — whilst it remains celebrated in your life.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"What is important is what can be explored throughout Christmas, in the company of your Soul.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Let each Soulful insight, encourage you to - joyfully partake of Christmas in your own way.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Let the essence of Christmas blossom within - as the countdown to Christmas begins.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Amidst such Soulful exploration each passage - is given new meaning, wisdom & insight.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Amidst such Soulful freedom, Christmas is never hindered - but, freely embraced.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
The yearly tradition of Christmas is bountifully supported - without the need to ever fade.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Christmas is supported through celebration, joyfully passed on - from generation to generation.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Celebrate Christmas in your own way, among those you love and even if - you are alone.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Graciously honor the freedom at which Christmas so peacefully - came into being.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"As you embrace Christmas, you embrace the magnitude of your life’s journey & purpose.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Let the life of one so dear be celebrated and embraced - with each passing day.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Celebrate the life you have been gifted thus far, supporting the arrival of Christmas day.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Never allow yourself to become despondent or weary, as you venture along life’s chosen path.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"To entertain your worries and woes, is to invite the inevitability of defeat - into your life.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
As Christmas approaches remember all that you have experienced - has not been in vain.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
All we endured throughout the year was - but an integral part of our life’s learning & evolution.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Whether you are with those you love or alone, you are contributing to Christmas, in your own way.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"As we celebrate the evolution of the life of one so special, we embrace the meaning of life, itself.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
As we fulfill our life's journey & path - let us remain trusting of the inner guidance of our Soul.,Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"May you be spurred into action, not just by what you read - but all your Soul is willing to share.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"In the company of the Soul's inner guidance, let us celebrate all we are destined to know.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
Hot cocoa and cold toes remind me of Christmas.,Toni Sorenson,christmas december holidays winter,12
"Don’t spoil Christmas Day by anticipating how it will be. Let is unfold as it does, and be grateful for whatever comes.",Toni Sorenson,christmas holidays,10
The spirit of Christmas is found when we lift the load of others.,Toni Sorenson,christ christmas christmas-spirit holidays,9
Want to create the best Christmas ever? Forgive someone who doesn’t deserve your forgiveness. Hug a stranger. Pass on something that you want to keep for yourself. Spend time with the ones you love. Spend time on your knees. Decorate your life with light and laughter. Love yourself while you’re loving others. Christmas is about Christ and Christ is all about your joy and happiness.,Toni Sorenson,christ christmas holidays,7
Christmas is not a date on a calendar. It’s more than a state of mind. It’s a condition of the heart.,Toni Sorenson,christmas christmas-spirit holidays,5
The Christmas memories you make this year will be the ones you remember in the years to come.,Toni Sorenson,christmas holidays memories,4
Christmas is a blanket that warms our cold hearts.,Toni Sorenson,blanket christmas holidays love warmth,4
"Just when the air turns frosty and the days shrink into darkness, the Christmas season arrives in America. It begins at Thanksgiving--with families, feasts and football. Then during the next six weeks we shop and decorate, worship and make merry. Our hearts warm in the winter cold. We find compassion for strangers, and we remember there are miracles. Pious or festive or both, we join together in an extraordinary national festival.",J. Curtis Sanburn,christmas christmas-celebration winter,3
Why did a demon who possessed the savage strength of a werewolf also need such compelling beauty?It was one of those philosophical questions that had no answer.Like why Firefly had been canceled after just one season.,Alexandra Ivy,christmas paranormal,3
Ingredients for a terrific Christmas: Christ. Love for one another. Forgiveness. Generosity. Time. Music. Children’s laughter. Reminising with loved ones. Remembering those who are alone. The making of new memories.,Toni Sorenson,christ christmas gifts holidays,2
"People think the only time the earth is renewed is in spring. I find it’s renewed around Christmastime when hard, old hearts are softened. When children’s laughter drowns out anguish. When magic transforms the dull into something beautiful and sparkly. I find that Christmas time changes me … from the inside out, and even for a moment fills me with youth and hope again.",Toni Sorenson,christmas holidays,2
You don’t remember the gifts you are given; you remember the giver and how their love made you feel.,Toni Sorenson,christmas gifts holidays-in-abu-dhabi,2
Christmas has a dark side. It’s painful for those of us who lost loved ones during the holidays. What puts it back into sparkling perspective is knowing that Christ was born so that we might all be reunited again. That’s the real sparkle in Christmas.,Toni Sorenson,christ christmas holidays,2
"He smiled at her as Julia threw a snowball at Calla that missed her by a mile. Grinning, Calla quickly armed herself and threw one at Julia; only it missed her too and hit Guthrie in the crotch. Good thing it was soft snow. He grinned and wiped off the snow, slowly, deliberately, wolfishly.Calla looked like she could burst into flames, she was so red faced. He started laughing.",Terry Spear,christmas paranormal-romance-werewolves,2
"Bevve un sorso di caffè e si sporse in avanti per ravvivare il fuoco, poi prese un libro dal tavolino e cercò di concentrarsi nella lettura.Tentativo patetico e inutile.Pensò allora a come sarebbe stato condividere il ranch con una donna, un pensiero che negli ultimi tempi ritornava spesso. Pensò a Renée che se ne era andata con Craig Haas. Pensò a Rosalyn, che gli riscaldava il corpo ma non il cuore.Poi pensò a Maggie. A come si era sciolta tra le sue braccia e a come si era sciolto lui quando l’aveva sentita fremere contro di sé.",Viviana Giorgi,babies christmas cowboys horses-wyoming,2
"La mia novella di Natale, Un Cuore nella Bufera, inizia così...Mi sveglio di soprassalto, gli occhi spalancati nel buio, la notte rischiarata dal bagliore della neve che fuori continua a cadere. Trattengo il respiro, quasi in preda al panico. Non oso muovermi.Qualcosa non va.Mi faccio coraggio e giro appena il viso.Qualcosa decisamente non va.C’è un uomo incollato alla mia schiena. Il suo braccio destro mi stringe la vita, la sua mano avvolge il mio seno e che io sia dannata se quello che sento premere contro la mia schiena non è il suo…Oh.Mio.Dio!Mi alzo di scatto, accendo la luce del comodino e sbalordita fisso l’intruso. Mugugnando, quello si volta dall’altra parte, innocente come un serafino. Il suo cane-orso, ai piedi del letto, apre un occhio, poi riappoggia il grosso muso sulle zampe e riprende a russare. Il mio sguardo passa da uno all’altro senza posa, mentre invano cerco di respirare. Finalmente un refolo d’aria s’infila lungo i bronchi e cede ai polmoni l’ossigeno necessario affinché io possa elaborare una domanda sensata.Che cavolo ci fa Kyle Hartson nel mio letto?",Viviana Giorgi,alaska cani christmas dogs giocatore-di-hockey hockey-player scrittore writer,2
Christmas is about change. It’s a time we open our hearts before we open our presents.,Toni Sorenson,christmas christmas-spirit holidays,1
"If you hate what you get for Christmas, try to focus on the person who gave the gift to you, not what came in the box.",Toni Sorenson,christmas christmas-spirit holidays,1
"If you’re giving to get, all you’ll receive is disappointment. But if you’re giving to give, all you’ll receive is joy.",Toni Sorenson,christmas gifts giving joy,1
"Guthrie turned to see who his attacker was. And smiled when he caught her eye.He had the most devilishly wolfish look about him -- a mixture of impending payback with a snowball and something a wee bit more intimate, like a tackle in the snow. But he wouldn't. Not in front of his clansmen. Not when they weren't courting. At least, she hoped not.",Terry Spear,christmas paranormal-romance-werewolves,1
"Christmas was a response of the choice of mankind to take its existence into its own hands and chart its own course, liberally scripting its own ethics, crafting its own moral system, and choosing to believe that it was the creator and therefore master of its fate. Christmas is a response to mankind reeling off the pages of history and splattering the blood of lives and generations wasted along its free-wheeling course.",Craig D. Lounsbrough,christmas,1
Christmas is God saving mankind from the folly of mankind’s grandiose sense of greatness.,Craig D. Lounsbrough,christmas,1
600Christmas is about giving from the heart more than giving from the store.,Toni Sorenson,christmas giving,0
"It was the greatest, most intricate, most ingenious and most costly rescue mission in all of human history.",Craig D. Lounsbrough,christmas,0
Christmas was an intentionally intentional decision of the greatest sort ever devised that would result in the greatest cost ever conceived; God would die.,Craig D. Lounsbrough,christmas,0
"Christmas is not something that sprang from the musings of some person who creatively devised caricatures of elves, spiraling candy canes, visions of a magical city whose foundation was nestled in the far reaches of the North Pole, or embellishments of a kindly bishop spun by myth into a bearded old man in a red suit.",Craig D. Lounsbrough,christmas,0
"Christmas is a response to bring mankind back, to restore some original intent that could never be even remotely restored by any effort of mankind regardless of how grand or majestic any such effort might be.",Craig D. Lounsbrough,christmas,0
Christmas is God being relentless to the point that He would die in that relentlessness.,Craig D. Lounsbrough,christmas,0
"Shrewdly crafted political agendas, innately complex philosophies, man-made religions, governments and regimes of every sort, and all the endless volumes of man-manufactured wisdom and penned prose all completely failed to redeem mankind and make us better. When the best of our efforts failed to redeem the worst of our behaviors, God declared enough as enough and a baby was born.",Craig D. Lounsbrough,christmas,0
"Let what is Soulfully shared this Christmas, remind you of all you have the power to achieve.",Eleesha,affirmations channeling christmas christmas-quotes christmas-spirit empowerment inspirational-quotes motivational-quotes quotes soul,0
"Why is a Christmas tree better than a man? Because it stays up, has cute balls, and looks good with the lights on!",Emily Giffin,christmas christmas-jokes jokes,16
"From the baking aisle to the post office line to the wrapping paper bin in the attic, women populate every dark corner of Christmas. Who got up at 4 a.m. to put the ham in the oven? A woman. . . . Who sent the Christmas card describing her eighteen-year-old son's incarceration as 'a short break before college?' A woman. Who remembered to include batteries at the bottom of each stocking? A woman. And who gets credit for pulling it all off?Santa.That's right. A man.",Rachel Held Evans,christmas santa,15
"It still feels weird to spend money on Christmas trees. Back when Mom was alive, we’d go out “tree hunting.",Jenny Han,christmas christmas-tree,12
"When you’re rearranging the furniture to make way for the decorations and the tree, make sure you rearrange your heart to make room for the Savior of Mankind.",Toni Sorenson,christmas holidays jesus spirit,7
"But old Christmas smiled as he laid this cruel-seeming spell on the out-door world, for he meant to light up the home with new brightness, to deepen all the richness of in-door colour, and give a keener edge of delight to the warm fragrance of food: he meant to prepare a sweet imprisonment that would strengthen the primitive fellowship of kindred,and make the sunshine of familiar human faces as welcome as the hidden day-star. His kindness fell but hardly on the homeless--fell but hardly on the homes where the hearth was not very warm, and where the food had little fragrance, where the human faces had no sunshine in them,but rather the leaden, blank-eyed gaze of unexpectant want. But the fine old season meant well; and if he has not learnt the secret how to bless men impartially, it is because his father Time, with unrelenting purpose, still hides that secret in his own mighty, slow-beating heart.",George Eliot,christmas,4
"Christmas is such a time of struggle anyway, crammed with busy and hurry and the expectation that you will be joyful, no matter what. Then, if you’re like me, when you just sit quietly, just be, and let yourself feel what you feel, the guilt creeps in. Because you’re alive and the world is big, and you should be feeling some freakin’ Christmas spirit.",Anna White,bereavement christmas christmas-humor christmas-spirit guilt holidays loss memoir shame struggle,4
Christmas is not only where you find it; it's what you make of it.,Trina Schart Hyman,christmas,4
"Merry Christmas!' someone shouted. He wiped his eyes with the back of his hand. 'Merry Christmas!''Merry Christmas!''C-cookies for ever'body!' Sammy hollered. And looking both ways, they all fled across to the light, and the warmth, and the books, and the mystery.",Jan Karon,books christmas,4
"Christmas is about Christ. When we forget that, we lose the true magic of Christmas.",Toni Sorenson,christ christmas holidays,4
The month of December isn’t magical because it sparkles. It’s magical because it changes people’s hearts … at least momentarily.,Toni Sorenson,christmas christmas-spirit holidays,4
"If you want to feel the truest spirit of Christmas, go out and find someone sadder than you, lonelier than you, poorer than you … and give what you can in a smile, in time, in compassion. The best Christmases always require the gift of self.",Toni Sorenson,christ christmas christmas-spirit holidays,4
"It’s Christmas, and no matter what historical usage you choose to assign to “mass",William Branks,christ christmas mass reason-for-christmas,3
"We love Christmas presents but not Christ; Easter baskets but not crosses. We want to tell our friends with cancer that we will pray for them (we don’t) and our puddle-eyed children that their goldfish have gone to heaven (doubtful). When we lose our jobs we want to take comfort in the idea that God doesn’t give us more than we can handle, but really, how can we? We have absolutely no idea what God has given us or what it might be for. We haven’t talked to Him in ages.",Heather Choate Davis,christmas easter faith heaven prayers,3
"When the holly’s in the redAnd the pine is in the green,When the mornings all are frosty,In a brilliant silver sheenThen I love to go a’ walkingRambling here and there, quite slow,Plucking greenery and berries;Wishing for a Christmas snow",Rachel Heffington,christmas holly poetry,3
"Let's not have forced gaiety this Christmas, said Nora, like it was a dish. We'll have a tiny bit of it, I said.",Miriam Toews,christmas humor,3
"At the end of the school day, we walked the long, cold way home feeling happy and hungry. There we found a warm fire, country ham with gravy and hot biscuits, and a mother to hug us! If snow blew under the doors that night, what did it matter? Christmas time was just around the corner.",Jenny Lee Ellison,biscuits christmas love mothers-love poverty west-virginia,3
"Fresh, solid ideas feel like gifts to writers, therefore every morning is Christmas.",Criss Jami,art christmas creativity expression fun gift holiday joy philosophy skill talent writer writing,3
"Merry Christmas,"" said George. ""Don't go downstairs for a bit.""""Why not?"" said Ron.""Mum's crying again,"" said Fred heavily. ""Percy sent back his Christmas jumper."" [I guess that's a sweater, though my jury is still out on it until I get a future confirmation.]""Without a not,"" added George. ""Hasn't asked how Dad is or visit him [in the hospital] or anything...""""We tried to comfort her,"" said Fred, moving around the bed to look at Harry's portrait. ""Told her Percy's nothing but a humongous pile of rat droppings--""""--didn't work,"" said George, helping himself to a Chocolate Frog. ""So Lupin took over. Best let him cheer her up before we go down for breakfast, I reckon.",J.K Rowling.,christmas family-drama humorous-quotes sibling-rivalry,3
The reason for the season is Christ. Let’s not forget that.,Toni Sorenson,christ christmas holidays,3
"Another Christmas PoemBlood Christmas, here again.Let us raise a loving cup:Peace on earth, goodwill to men,And make them do the washing-up.",Wendy Cope,christmas,2
"Christmas is best pondered, not with logic, but with imagination.",Max Lucado,christmas imagination,2
"Patsy had asked him if he had had adventures in Paris and he had truthfully answered no. It was a fact that he had done nothing; his father thought he had had a devil of a time and was afraid he had contracted a venereal disease, and he hadn't even had a woman; only one thing had happened to him, it was rather curious when you came to think of it, and he didn't just then quite know what to do about it: the bottom had fallen out of his world.",W. Somerset Maugham,christmas holiday life somerset,2
